LineID,VariableMap
221,Receiving block <#2> src: <#7> dest: <#8>
222,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
223,PacketResponder <#4> for block <#2> terminating
224,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
225,Received block <#2> of size <#5> from <#9>
226,PacketResponder <#4> for block <#2> terminating
227,Receiving block <#2> src: <#7> dest: <#8>
228,PacketResponder <#4> for block <#2> terminating
229,Received block <#2> of size <#5> from <#9>
230,Received block <#2> of size <#5> from <#9>
231,Received block <#2> of size <#5> from <#9>
232,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
233,Received block <#2> of size <#5> from <#9>
234,Receiving block <#2> src: <#7> dest: <#8>
235,Receiving block <#2> src: <#7> dest: <#8>
236,PacketResponder <#4> for block <#2> terminating
237,Receiving block <#2> src: <#7> dest: <#8>
238,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
239,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
240,PacketResponder <#4> for block <#2> terminating
241,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
242,<#1> NameSystem.allocateBlock: <#12> <#3>
243,PacketResponder <#4> for block <#2> terminating
244,Received block <#2> of size <#5> from <#9>
245,PacketResponder <#4> for block <#2> terminating
246,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
247,Received block <#2> of size <#5> from <#9>
248,PacketResponder <#4> for block <#2> terminating
249,<#1> NameSystem.allocateBlock: <#12> <#3>
250,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
251,PacketResponder <#4> for block <#2> terminating
252,<#1> NameSystem.allocateBlock: <#12> <#3>
253,<#1> NameSystem.allocateBlock: <#12> <#3>
254,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
255,PacketResponder <#4> for block <#2> terminating
256,<#1> NameSystem.allocateBlock: <#12> <#3>
257,PacketResponder <#4> for block <#2> terminating
258,PacketResponder <#4> for block <#2> terminating
259,Receiving block <#2> src: <#7> dest: <#8>
260,PacketResponder <#4> for block <#2> terminating
261,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
262,PacketResponder <#4> for block <#2> terminating
263,<#1> NameSystem.allocateBlock: <#12> <#3>
264,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
265,<#1> NameSystem.allocateBlock: <#12> <#3>
266,<#1> NameSystem.allocateBlock: <#12> <#3>
267,Received block <#2> of size <#5> from <#9>
268,PacketResponder <#4> for block <#2> terminating
269,Received block <#2> of size <#5> from <#9>
270,Received block <#2> of size <#5> from <#9>
271,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
272,Received block <#2> of size <#5> from <#9>
273,PacketResponder <#4> for block <#2> terminating
274,<#1> NameSystem.allocateBlock: <#12> <#3>
275,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
276,<#1> NameSystem.allocateBlock: <#12> <#3>
277,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
278,PacketResponder <#4> for block <#2> terminating
279,PacketResponder <#4> for block <#2> terminating
280,Receiving block <#2> src: <#7> dest: <#8>
281,Received block <#2> of size <#5> from <#9>
282,PacketResponder <#4> for block <#2> terminating
283,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
284,Received block <#2> of size <#5> from <#9>
285,PacketResponder <#4> for block <#2> terminating
286,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
287,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
288,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
289,Receiving block <#2> src: <#7> dest: <#8>
290,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
291,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
292,<#15> Served block <#2> to <#6>
293,<#14> exception while serving <#3> to <#6>
294,<#15> Served block <#2> to <#6>
295,<#14> exception while serving <#3> to <#6>
296,<#14> exception while serving <#3> to <#6>
297,<#15> Served block <#2> to <#6>
298,<#14> exception while serving <#3> to <#6>
299,<#15> Served block <#2> to <#6>
300,<#15> Served block <#2> to <#6>
301,<#15> Served block <#2> to <#6>
302,<#15> Served block <#2> to <#6>
303,<#15> Served block <#2> to <#6>
304,<#15> Served block <#2> to <#6>
305,<#15> Served block <#2> to <#6>
306,<#15> Served block <#2> to <#6>
307,<#15> Served block <#2> to <#6>
308,<#15> Served block <#2> to <#6>
309,<#14> exception while serving <#3> to <#6>
310,<#15> Served block <#2> to <#6>
311,<#15> Served block <#2> to <#6>
312,<#15> Served block <#2> to <#6>
313,<#15> Served block <#2> to <#6>
314,<#15> Served block <#2> to <#6>
315,<#15> Served block <#2> to <#6>
316,<#14> exception while serving <#3> to <#6>
317,<#15> Served block <#2> to <#6>
318,<#14> exception while serving <#3> to <#6>
319,<#14> exception while serving <#3> to <#6>
320,<#15> Served block <#2> to <#6>
321,<#15> Served block <#2> to <#6>
322,<#15> Served block <#2> to <#6>
323,<#15> Served block <#2> to <#6>
324,<#14> exception while serving <#3> to <#6>
325,<#15> Served block <#2> to <#6>
326,<#15> Served block <#2> to <#6>
327,<#14> exception while serving <#3> to <#6>
328,<#14> exception while serving <#3> to <#6>
329,<#14> exception while serving <#3> to <#6>
330,<#14> exception while serving <#3> to <#6>
331,<#15> Served block <#2> to <#6>
332,<#14> exception while serving <#3> to <#6>
333,<#14> exception while serving <#3> to <#6>
334,<#15> Served block <#2> to <#6>
335,<#15> Served block <#2> to <#6>
336,<#15> Served block <#2> to <#6>
337,<#14> exception while serving <#3> to <#6>
338,<#14> exception while serving <#3> to <#6>
339,<#14> exception while serving <#3> to <#6>
340,<#14> exception while serving <#3> to <#6>
341,<#14> exception while serving <#3> to <#6>
342,<#15> Served block <#2> to <#6>
343,<#15> Served block <#2> to <#6>
344,<#15> Served block <#2> to <#6>
345,Verification succeeded for <#3>
346,Verification succeeded for <#3>
347,Verification succeeded for <#3>
348,<#14> exception while serving <#3> to <#6>
349,<#14> exception while serving <#3> to <#6>
350,<#14> exception while serving <#3> to <#6>
351,<#15> Served block <#2> to <#6>
352,<#15> Served block <#2> to <#6>
353,<#14> exception while serving <#3> to <#6>
354,<#15> Served block <#2> to <#6>
355,<#15> Served block <#2> to <#6>
356,<#14> exception while serving <#3> to <#6>
357,Verification succeeded for <#3>
358,<#15> Served block <#2> to <#6>
359,<#14> exception while serving <#3> to <#6>
360,<#15> Served block <#2> to <#6>
361,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
362,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
363,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
364,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
365,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
366,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
367,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
368,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
369,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
370,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
371,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
372,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
373,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
374,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
375,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
376,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
377,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
378,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
379,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
380,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
381,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
382,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
383,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
384,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
385,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
386,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
387,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
388,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
389,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
390,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
391,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
392,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
393,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
394,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
395,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
396,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
397,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
398,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
399,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
400,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
401,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
402,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
403,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
404,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
405,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
406,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
407,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
408,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
409,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
410,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
411,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
412,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
413,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
414,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
415,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
416,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
417,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
418,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
419,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
420,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
421,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
422,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
423,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
424,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
425,Deleting block <#2> file <#11>
426,Received block <#2> of size <#5> from <#9>
427,Deleting block <#2> file <#11>
428,Deleting block <#2> file <#11>
429,Deleting block <#2> file <#11>
430,Deleting block <#2> file <#11>
431,Deleting block <#2> file <#11>
432,Deleting block <#2> file <#11>
433,Received block <#2> of size <#5> from <#9>
434,Deleting block <#2> file <#11>
435,PacketResponder <#4> for block <#2> terminating
436,<#1> NameSystem.allocateBlock: <#12> <#3>
437,Deleting block <#2> file <#11>
438,Deleting block <#2> file <#11>
439,Deleting block <#2> file <#11>
440,Deleting block <#2> file <#11>
441,Deleting block <#2> file <#11>
442,Deleting block <#2> file <#11>
443,Received block <#2> of size <#5> from <#9>
444,Deleting block <#2> file <#11>
445,Deleting block <#2> file <#11>
446,Deleting block <#2> file <#11>
447,Deleting block <#2> file <#11>
448,Deleting block <#2> file <#11>
449,Deleting block <#2> file <#11>
450,Deleting block <#2> file <#11>
451,Deleting block <#2> file <#11>
452,Deleting block <#2> file <#11>
453,Deleting block <#2> file <#11>
454,Deleting block <#2> file <#11>
455,Deleting block <#2> file <#11>
456,Deleting block <#2> file <#11>
457,Deleting block <#2> file <#11>
458,Deleting block <#2> file <#11>
459,Deleting block <#2> file <#11>
460,Deleting block <#2> file <#11>
461,Deleting block <#2> file <#11>
462,Deleting block <#2> file <#11>
463,Deleting block <#2> file <#11>
464,Deleting block <#2> file <#11>
465,Deleting block <#2> file <#11>
466,Deleting block <#2> file <#11>
467,Deleting block <#2> file <#11>
468,Deleting block <#2> file <#11>
469,Deleting block <#2> file <#11>
470,Deleting block <#2> file <#11>
471,Deleting block <#2> file <#11>
472,Deleting block <#2> file <#11>
473,Deleting block <#2> file <#11>
474,Deleting block <#2> file <#11>
475,Deleting block <#2> file <#11>
476,Deleting block <#2> file <#11>
477,Deleting block <#2> file <#11>
478,Received block <#2> of size <#5> from <#9>
479,<#1> NameSystem.allocateBlock: <#12> <#3>
480,Deleting block <#2> file <#11>
481,Deleting block <#2> file <#11>
482,Deleting block <#2> file <#11>
483,Deleting block <#2> file <#11>
484,Deleting block <#2> file <#11>
485,Deleting block <#2> file <#11>
486,Deleting block <#2> file <#11>
487,Deleting block <#2> file <#11>
488,Deleting block <#2> file <#11>
489,Deleting block <#2> file <#11>
490,Deleting block <#2> file <#11>
491,Deleting block <#2> file <#11>
492,Deleting block <#2> file <#11>
493,Received block <#2> of size <#5> from <#9>
494,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
495,Deleting block <#2> file <#11>
496,Deleting block <#2> file <#11>
497,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
498,Deleting block <#2> file <#11>
499,PacketResponder <#4> for block <#2> terminating
500,<#1> NameSystem.allocateBlock: <#12> <#3>
501,Deleting block <#2> file <#11>
502,PacketResponder <#4> for block <#2> terminating
503,Received block <#2> of size <#5> from <#9>
504,<#1> NameSystem.allocateBlock: <#12> <#3>
505,Receiving block <#2> src: <#7> dest: <#8>
506,Receiving block <#2> src: <#7> dest: <#8>
507,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
508,PacketResponder <#4> for block <#2> terminating
509,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
510,Receiving block <#2> src: <#7> dest: <#8>
511,PacketResponder <#4> for block <#2> terminating
512,<#1> NameSystem.allocateBlock: <#12> <#3>
513,Received block <#2> of size <#5> from <#9>
514,PacketResponder <#4> for block <#2> terminating
515,Received block <#2> of size <#5> from <#9>
516,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
517,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
518,Deleting block <#2> file <#11>
519,Receiving block <#2> src: <#7> dest: <#8>
520,PacketResponder <#4> for block <#2> terminating
521,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
522,Receiving block <#2> src: <#7> dest: <#8>
523,Deleting block <#2> file <#11>
524,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
525,<#1> NameSystem.allocateBlock: <#12> <#3>
526,Received block <#2> of size <#5> from <#9>
527,Receiving block <#2> src: <#7> dest: <#8>
528,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
529,Deleting block <#2> file <#11>
530,Received block <#2> of size <#5> from <#9>
531,Received block <#2> of size <#5> from <#9>
532,Received block <#2> of size <#5> from <#9>
533,Received block <#2> of size <#5> from <#9>
534,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
535,Received block <#2> of size <#5> from <#9>
536,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
537,Received block <#2> of size <#5> from <#9>
538,Received block <#2> of size <#5> from <#9>
539,Receiving block <#2> src: <#7> dest: <#8>
540,PacketResponder <#4> for block <#2> terminating
541,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
542,PacketResponder <#4> for block <#2> terminating
543,<#1> NameSystem.allocateBlock: <#12> <#3>
544,Receiving block <#2> src: <#7> dest: <#8>
545,Received block <#2> of size <#5> from <#9>
